"Номер заказа";"Номер отправления";"Дата создания заказа";"Дата отгрузки";"Статус";"Сумма отправления";"Наименование товара";"OZON id";"Артикул";"Итоговая стоимость товара";"Количество"
"43047434-0008";"43047434-0008-1";"2020-03-27 08:06:32";"2020-03-30 10:00:00";"Доставлен";"339.00";"Арт носки ""Баскетбол""";"169834789";"M1067";"339.00";"1"
"01887137-0143";"01887137-0143-2";"2020-03-26 20:40:16";"2020-03-28 10:00:00";"Доставлен";"299.00";"Носки ""Рыбки""";"168796968";"145";"299.00";"1"
"01887137-0143";"01887137-0143-2";"2020-03-26 20:40:16";"2020-03-28 10:00:00";"Доставлен";"299.00";"Арт носки ""Подводный марш""";"169937528";"M1050";"299.00";"1"
"44841484-0002";"44841484-0002-3";"2020-03-26 17:09:04";"2020-03-28 10:00:00";"Доставлен";"289.00";"Носки ""Человек Паук""";"169256370";"324";"289.00";"1"
"07105429-0110";"07105429-0110-2";"2020-03-26 16:53:18";"2020-03-28 10:00:00";"Отменен";"319.00";"Арт носки Море пива";"169830241";"M1009";"319.00";"1"
"07105429-0110";"07105429-0110-2";"2020-03-26 16:53:18";"2020-03-28 10:00:00";"Отменен";"339.00";"Арт носки ""Ван Гог""";"169831209";"M1249";"339.00";"1"
"18928064-0040";"18928064-0040-1";"2020-03-26 13:16:38";"2020-03-28 10:00:00";"Отменен";"399.00";"Носки ""Семейка Симпсонов""";"169099583";"244";"399.00";"1"
"18928064-0040";"18928064-0040-1";"2020-03-26 13:16:38";"2020-03-28 10:00:00";"Отменен";"369.00";"Носки""Симпсон семейство""";"169198508";"272";"369.00";"1"
"41475533-0006";"41475533-0006-1";"2020-03-26 11:39:22";"2020-03-28 10:00:00";"Доставлен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"29726908-0005";"29726908-0005-3";"2020-03-26 11:11:14";"2020-03-29 10:00:00";"Доставлен";"349.00";"Носки женские с надписью ""Не Беси""";"170321111";"406";"349.00";"1"
"18987092-0045";"18987092-0045-4";"2020-03-26 10:54:37";"2020-03-28 10:00:00";"Доставлен";"309.00";"Носки с принтом ""Авокадо""";"168720421";"101";"309.00";"1"
"29727747-0006";"29727747-0006-2";"2020-03-26 09:45:17";"2020-03-28 10:00:00";"Доставлен";"319.00";"Носки ""Авокадо""";"168797020";"125";"319.00";"1"
"29727747-0006";"29727747-0006-2";"2020-03-26 09:45:17";"2020-03-28 10:00:00";"Доставлен";"309.00";"Носки ""Авокадо спелый""";"169387811";"389";"309.00";"1"
"21358164-0253";"21358164-0253-3";"2020-03-26 07:31:36";"2020-03-28 10:00:00";"Доставлен";"299.00";"Арт носки ""Щенячьи глазки""";"169834705";"M1043";"299.00";"1"
"27784044-0063";"27784044-0063-2";"2020-03-26 05:59:05";"2020-03-28 10:00:00";"Отменен";"299.00";"Арт носки ""Мопс присел""";"169917488";"M1117";"299.00";"1"
"16370084-0109";"16370084-0109-5";"2020-03-25 17:48:15";"2020-03-28 10:00:00";"Доставлен";"399.00";"Носки ""Женские""";"169038406";"147";"399.00";"1"
"44154994-0005";"44154994-0005-1";"2020-03-25 17:39:37";"2020-03-28 10:00:00";"Доставлен";"499.00";"Носки ""Конопляный набор""";"169099584";"243";"499.00";"1"
"33445450-0003";"33445450-0003-5";"2020-03-25 16:15:41";"2020-03-27 10:00:00";"Доставлен";"299.00";"Носки ""Морские обитатели""";"169277334";"331";"299.00";"1"
"26908024-0063";"26908024-0063-1";"2020-03-25 16:11:03";"2020-03-27 10:00:00";"Доставлен";"299.00";"Носки ""Патрик Стар""";"169198509";"271";"299.00";"1"
"23642145-0005";"23642145-0005-4";"2020-03-25 11:33:36";"2020-03-27 10:00:00";"Доставлен";"349.00";"Носки женские с надписью ""Не Беси""";"170321111";"406";"349.00";"1"
"23642145-0005";"23642145-0005-4";"2020-03-25 11:33:36";"2020-03-27 10:00:00";"Доставлен";"349.00";"Носки женские дизайнерские с принтом ""Единорожка""";"170707562";"422";"349.00";"1"
"29470242-0042";"29470242-0042-3";"2020-03-25 11:25:23";"2020-03-27 10:00:00";"Отменен";"339.00";"Арт носки ""Хоккеист""";"169830845";"M1077-det";"339.00";"1"
"40200387-0002";"40200387-0002-2";"2020-03-25 11:11:38";"2020-03-27 10:00:00";"Отменен";"678.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"2"
"04071574-0216";"04071574-0216-2";"2020-03-25 10:33:49";"2020-03-27 10:00:00";"Доставлен";"339.00";"Арт носки ""Бард Симпсон""";"169834563";"M1285-det";"339.00";"1"
"22113961-0084";"22113961-0084-4";"2020-03-25 10:06:48";"2020-03-27 10:00:00";"Доставлен";"279.00";"Носки ""Чарльз Монтгомери Симпсоны""";"169334627";"374";"279.00";"1"
"22113961-0084";"22113961-0084-4";"2020-03-25 10:06:48";"2020-03-27 10:00:00";"Доставлен";"299.00";"Носки ""Лиза Симпсон""";"169570222";"402";"299.00";"1"
"19477869-0061";"19477869-0061-3";"2020-03-25 07:40:45";"2020-03-26 10:00:00";"Отменен";"309.00";"Носки ""Авокадо спелый""";"169387811";"389";"309.00";"1"
"28136862-0099";"28136862-0099-2";"2020-03-25 07:33:14";"2020-03-26 10:00:00";"Доставлен";"339.00";"Арт носки ""Хоккеист""";"169830845";"M1077-det";"339.00";"1"
"14753746-0060";"14753746-0060-5";"2020-03-25 06:00:31";"2020-03-28 10:00:00";"Доставлен";"299.00";"Арт носки ""Боксерские перчатки""";"169830883";"M1143-det";"299.00";"1"
"29767175-0023";"29767175-0023-2";"2020-03-24 16:56:26";"2020-03-26 10:00:00";"Доставлен";"319.00";"Носки ""Баскетбол""";"168914646";"166";"319.00";"1"
"03547448-0036";"03547448-0036-3";"2020-03-24 15:22:23";"2020-03-25 10:00:00";"Доставлен";"539.00";"Носки ""Авокадо набор""";"169387794";"390";"539.00";"1"
"33647698-0005";"33647698-0005-3";"2020-03-24 14:59:40";"2020-03-26 10:00:00";"Отменен";"539.00";"Носки ""Авокадо набор""";"169387794";"390";"539.00";"1"
"40178535-0006";"40178535-0006-2";"2020-03-24 13:55:02";"2020-03-25 10:00:00";"Доставлен";"319.00";"Носки ""Пантера Леопард""";"168796991";"141";"319.00";"1"
"04287787-0074";"04287787-0074-1";"2020-03-24 12:30:13";"2020-03-25 10:00:00";"Доставлен";"299.00";"Арт носки ""Слизерин """;"169830868";"M1300-det";"299.00";"1"
"04287787-0074";"04287787-0074-1";"2020-03-24 12:30:13";"2020-03-25 10:00:00";"Доставлен";"299.00";"Арт носки ""Космический путешественник""";"169830919";"M1022-det";"299.00";"1"
"04287787-0074";"04287787-0074-1";"2020-03-24 12:30:13";"2020-03-25 10:00:00";"Доставлен";"299.00";"Арт носки ""Космический путешественник""";"169831020";"M1031-det";"299.00";"1"
"04287787-0074";"04287787-0074-1";"2020-03-24 12:30:13";"2020-03-25 10:00:00";"Доставлен";"299.00";"Арт носки ""Кубик Рубик""";"169834529";"M1261-det";"299.00";"1"
"44523163-0001";"44523163-0001-3";"2020-03-24 10:48:16";"2020-03-25 10:00:00";"Доставлен";"319.00";"Носки ""Конопля""";"169108914";"242";"319.00";"1"
"02189021-0102";"02189021-0102-4";"2020-03-24 08:41:47";"2020-03-27 10:00:00";"Доставлен";"299.00";"Носки ""Чарльз Монтгомери Симпсоны""";"169334627";"374";"299.00";"1"
"32194002-0067";"32194002-0067-2";"2020-03-24 08:20:53";"2020-03-25 10:00:00";"Отменен";"329.00";"Носки женские с надписью ""Не Беси""";"170321111";"406";"329.00";"1"
"43614284-0003";"43614284-0003-3";"2020-03-23 23:04:01";"2020-03-24 10:00:00";"Доставлен";"319.00";"Носки ""Ананасы""";"168914645";"178";"319.00";"1"
"43614284-0003";"43614284-0003-3";"2020-03-23 23:04:01";"2020-03-24 10:00:00";"Доставлен";"309.00";"Носки ""Авокадо спелый""";"169387811";"389";"309.00";"1"
"06321559-0041";"06321559-0041-1";"2020-03-23 20:38:30";"2020-03-25 10:00:00";"Отменен";"319.00";"Носки с надписью";"169197597";"282";"319.00";"1"
"06036373-0045";"06036373-0045-4";"2020-03-23 19:57:04";"2020-03-26 10:00:00";"Доставлен";"299.00";"Арт носки ""Осенний пикник""";"169830905";"M1006-det";"299.00";"1"
"28136862-0096";"28136862-0096-2";"2020-03-23 15:09:30";"2020-03-24 10:00:00";"Отменен";"339.00";"Арт носки ""Хоккеист""";"169830845";"M1077-det";"339.00";"1"
"35029668-0004";"35029668-0004-1";"2020-03-23 14:24:46";"2020-03-24 10:00:00";"Доставлен";"319.00";"Носки ""Ой все""";"169197598";"269";"319.00";"1"
"04958943-0003";"04958943-0003-2";"2020-03-23 12:55:08";"2020-03-24 10:00:00";"Доставлен";"319.00";"Носки с надписью";"169197597";"282";"319.00";"1"
"06729588-0101";"06729588-0101-2";"2020-03-23 12:25:25";"2020-03-24 10:00:00";"Доставлен";"329.00";"Носки женские с надписью ""Не Беси""";"170321111";"406";"329.00";"1"
"06172645-0046";"06172645-0046-3";"2020-03-23 10:30:28";"2020-03-24 10:00:00";"Доставлен";"329.00";"Носки ""Нарядные собачки""";"169256373";"322";"329.00";"1"
"30137350-0011";"30137350-0011-3";"2020-03-23 10:44:32";"2020-03-24 10:00:00";"Доставлен";"399.00";"Носки ""Женские""";"169038406";"147";"399.00";"1"
"33699771-0005";"33699771-0005-3";"2020-03-23 10:16:02";"2020-03-24 10:00:00";"Доставлен";"319.00";"Носки ""Микки Маус""";"168914555";"172";"319.00";"1"
"17903525-0037";"17903525-0037-5";"2020-03-23 09:40:29";"2020-03-24 10:00:00";"Доставлен";"289.00";"Носки ""Человек Паук""";"169256370";"324";"289.00";"1"
"17143654-0029";"17143654-0029-2";"2020-03-23 07:25:44";"2020-03-24 10:00:00";"Доставлен";"299.00";"Арт носки ""Настольный футбол""";"169831036";"M1263";"299.00";"1"
"06321559-0040";"06321559-0040-1";"2020-03-22 22:11:09";"2020-03-23 10:00:00";"Доставлен";"349.00";"Носки женские с надписью ""Не Беси""";"170321111";"406";"349.00";"1"
"29097474-0013";"29097474-0013-3";"2020-03-22 21:52:12";"2020-03-23 10:00:00";"Доставлен";"339.00";"Арт носки ""Гомер Симпсон""";"169831154";"M1309";"339.00";"1"
"36709911-0010";"36709911-0010-3";"2020-03-22 20:34:14";"2020-03-24 10:00:00";"Доставлен";"309.00";"Носки ""Авокадо спелый""";"169387811";"389";"309.00";"1"
"14807400-0264";"14807400-0264-3";"2020-03-22 20:13:01";"2020-03-24 10:00:00";"Доставлен";"299.00";"Арт носки ""Падение мячей""";"169831155";"M1307";"299.00";"1"
"14807400-0264";"14807400-0264-3";"2020-03-22 20:13:01";"2020-03-24 10:00:00";"Доставлен";"299.00";"Арт носки ""Футбол""";"169834790";"M1066";"299.00";"1"
"32959017-0062";"32959017-0062-2";"2020-03-22 19:06:57";"2020-03-24 10:00:00";"Доставлен";"299.00";"Арт носки ""Мопс присел""";"169830477";"M1117-det";"299.00";"1"
"34526149-0011";"34526149-0011-3";"2020-03-22 18:05:24";"2020-03-26 10:00:00";"Доставлен";"289.00";"Носки ""Абстракция""";"169256368";"326";"289.00";"1"
"14197729-0542";"14197729-0542-2";"2020-03-22 12:08:33";"2020-03-24 10:00:00";"Доставлен";"369.00";"Носки ""Семейка Симпсонов""";"169099583";"244";"369.00";"1"
"14197729-0542";"14197729-0542-2";"2020-03-22 12:08:33";"2020-03-24 10:00:00";"Доставлен";"299.00";"Арт носки ""Бард Симпсон""";"169831194";"M1285";"299.00";"1"
"14197729-0542";"14197729-0542-2";"2020-03-22 12:08:33";"2020-03-24 10:00:00";"Доставлен";"299.00";"Арт носки ""Человек паук""";"169831211";"M1247";"299.00";"1"
"44568250-0010";"44568250-0010-4";"2020-03-22 12:07:24";"2020-03-24 10:00:00";"Доставлен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"06935157-0016";"06935157-0016-1";"2020-03-22 10:26:14";"2020-03-25 10:00:00";"Отменен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"42739692-0002";"42739692-0002-2";"2020-03-22 10:20:34";"2020-03-23 10:00:00";"Доставлен";"319.00";"Носки ""Пантера Леопард""";"168796991";"141";"319.00";"1"
"28537254-0015";"28537254-0015-7";"2020-03-22 09:13:40";"2020-03-24 10:00:00";"Доставлен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"29242960-0006";"29242960-0006-3";"2020-03-21 20:25:12";"2020-03-22 10:00:00";"Доставлен";"349.00";"Носки ""Дарт Вейдер""";"169197601";"265";"349.00";"1"
"44714294-0001";"44714294-0001-2";"2020-03-21 20:14:30";"2020-03-22 10:00:00";"Доставлен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"44712097-0001";"44712097-0001-2";"2020-03-21 19:28:31";"2020-03-22 10:00:00";"Доставлен";"339.00";"Арт носки ""Пылкая любовь""";"169831160";"M1298";"339.00";"1"
"13137229-0033";"13137229-0033-2";"2020-03-21 19:17:39";"2020-03-22 10:00:00";"Доставлен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"19471103-0139";"19471103-0139-3";"2020-03-21 18:27:43";"2020-03-22 10:00:00";"Доставлен";"299.00";"Арт носки ""Хоккеист""";"169830845";"M1077-det";"299.00";"1"
"19471103-0139";"19471103-0139-3";"2020-03-21 18:27:43";"2020-03-22 10:00:00";"Доставлен";"299.00";"Арт носки ""Ммм бургер..""";"169830858";"M1311-det";"299.00";"1"
"05489556-0120";"05489556-0120-6";"2020-03-21 18:20:40";"2020-03-22 10:00:00";"Доставлен";"369.00";"Носки ""Женские""";"169038406";"147";"369.00";"1"
"00177791-0131";"00177791-0131-2";"2020-03-21 17:52:18";"2020-03-22 10:00:00";"Доставлен";"319.00";"Носки ""Хоккей""";"168914499";"174";"319.00";"1"
"07123493-0227";"07123493-0227-3";"2020-03-21 15:49:02";"2020-03-23 10:00:00";"Доставлен";"309.00";"Носки""Кошечки""";"169410522";"392";"309.00";"1"
"23880284-0035";"23880284-0035-1";"2020-03-21 15:02:13";"2020-03-24 10:00:00";"Доставлен";"339.00";"Арт носки ""Питер Гриффин""";"169834591";"M1018";"339.00";"1"
"25122158-0024";"25122158-0024-2";"2020-03-21 14:40:24";"2020-03-22 10:00:00";"Доставлен";"559.00";"Комплект носков женский ""С единорогами""";"170321106";"408";"559.00";"1"
"34751138-0007";"34751138-0007-3";"2020-03-21 13:28:29";"2020-03-22 10:00:00";"Доставляется";"319.00";"Носки ""Кактус""";"169099559";"256";"319.00";"1"
"04732993-0507";"04732993-0507-2";"2020-03-21 12:30:34";"2020-03-24 10:00:00";"Доставлен";"309.00";"Носки с принтом ""Авокадо""";"168720421";"101";"309.00";"1"
"44256270-0004";"44256270-0004-3";"2020-03-21 12:13:33";"2020-03-22 10:00:00";"Доставлен";"319.00";"Носки ""Попугай""";"168797034";"121";"319.00";"1"
"28967968-0016";"28967968-0016-1";"2020-03-21 11:07:51";"2020-03-22 10:00:00";"Отменен";"339.00";"Носки с принтом ""Авокадо""";"168720421";"101";"339.00";"1"
"44624673-0010";"44624673-0010-3";"2020-03-21 10:51:33";"2020-03-22 10:00:00";"Доставлен";"539.00";"Носки ""Авокадо набор""";"169387794";"390";"539.00";"1"
"34350034-0008";"34350034-0008-1";"2020-03-21 09:33:33";"2020-03-24 10:00:00";"Доставлен";"399.00";"Носки ""Женские""";"169038406";"147";"399.00";"1"
"06616161-0145";"06616161-0145-5";"2020-03-21 07:37:28";"2020-03-22 10:00:00";"Доставлен";"309.00";"Носки с принтом ""Авокадо""";"168720421";"101";"309.00";"1"
"17163902-0070";"17163902-0070-2";"2020-03-21 06:52:18";"2020-03-22 10:00:00";"Доставлен";"399.00";"Носки ""Женские""";"169038406";"147";"399.00";"1"
"44513355-0002";"44513355-0002-2";"2020-03-21 03:13:07";"2020-03-21 10:00:00";"Доставлен";"319.00";"Носки ""Спанч Боб""";"168720397";"118";"319.00";"1"
"44513355-0002";"44513355-0002-2";"2020-03-21 03:13:07";"2020-03-21 10:00:00";"Доставлен";"319.00";"Носки ""Спанч Боб""";"168797009";"133";"319.00";"1"
"06825724-0140";"06825724-0140-6";"2020-03-20 20:40:22";"2020-03-21 10:00:00";"Доставлен";"319.00";"Носки ""Зайка""";"168914214";"187";"319.00";"1"
"07837050-0027";"07837050-0027-3";"2020-03-20 19:23:26";"2020-03-22 10:00:00";"Доставлен";"319.00";"Носки ""Ой все""";"169197598";"269";"319.00";"1"
"35724535-0011";"35724535-0011-3";"2020-03-20 18:42:28";"2020-03-21 10:00:00";"Доставлен";"319.00";"Носки ""Французский бульдог""";"169038260";"235";"319.00";"1"
"16617705-0019";"16617705-0019-3";"2020-03-20 18:32:50";"2020-03-23 10:00:00";"Доставлен";"339.00";"Арт носки ""Мопс присел""";"169917488";"M1117";"339.00";"1"
